__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample,evidence_source,evidence_ref,protocol,confidence,grammar_eligible,probe_cell,observed_at,verified_at,verified_by,last_change,changed_by
__metal_get_size_intersection_function_table,method,6,air.get_size_intersection_function_table,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:1610: return __metal_get_size_intersection_function_table(t);,xcode_probe_golden,golden/P08M40v5/metal40_macosx26/probe.ll @probe_p08m_ift_15: %1 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #8,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_size_intersection_function_table,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:04Z,promote_map.py@1.0.0
__metal_get_size_visible_function_table,method,6,air.get_size_visible_function_table,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_visible_function_table:413: return __metal_get_size_visible_function_table(t);,xcode_probe_golden,golden/P11M/metal40_macosx26/probe.ll @probe_p11m_vftsize_25: %1 = tail call %struct._visible_function_table_t addrspace(1)* @air.get_null_visible_function_table() #7,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_size_visible_function_table,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:39Z,promote_map.py@1.0.0
__metal_get_stride_tensor,method,4,air.get_stride_global_tensor.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_tensor:597: return __metal_get_stride_tensor(static_cast<const thread  tensor_type *>(this)->handle(),",xcode_probe_golden,golden/P10T/metal40_macosx26/probe.ll @probe_p10t_stride_1: %1 = tail call %struct._tensor_t addrspace(1)* @air.get_null_global_tensor() #8,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_stride_tensor,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:57Z,promote_map.py@1.0.0
__metal_get_tensor_handle,method,1,air.get.tensor.handle,inferred,🧪命名規則からの推測 (probe必須),metal_tensor:2171: return __metal_get_tensor_handle(this);,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_tensor_handle,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_triangle_barycentric_coord_intersection_result,method,1,air.get_triangle_barycentric_coord_intersection_result.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2309: return __metal_get_triangle_barycentric_coord_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_12: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_triangle_barycentric_coord_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_type_intersection_result,method,2,air.get.type.intersection.result,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:2279: return static_cast<intersection_type>(__metal_get_type_intersection_result(_build_intersection_fl,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_type_intersection_result,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_user_instance_id_intersection_result,method,2,air.get_user_instance_id_intersection_result.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2249: return __metal_get_user_instance_id_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_13: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_user_instance_id_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_get_vertex_value,method,1,air.get_vertex_value.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_vertex_value:26: return __metal_get_vertex_value(impl, int(i), T());",xcode_probe_golden,"golden/P18K/metal40_macosx26/probe.ll @probe_p18k_vv: %2 = tail call fast float @air.get_vertex_value.f32(%struct._vertex_value_t addrspace(1)* nocapture readonly %0, i32 0) #8, !alias.scope !37",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_vertex_value,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:56Z,promote_map.py@1.0.0
__metal_get_visible_function_table_intersection_function_table,method,6,air.get.visible.function.table.intersection.function.table,inferred,🧪命名規則からの推測 (probe必須),"metal_raytracing:1656: __metal_get_visible_function_table_intersection_function_table(t, index)",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_get_visible_function_table_intersection_function_table,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_depth_2d_array_t,method,6,air.get_width_depth_2d_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depth2d_array:1797: return __metal_get_width_depth_2d_array_t(derived.t, lod);",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_width_93: %2 = tail call i32 @air.get_width_depth_2d_array(%struct._depth_2d_array_t addrspace(1)* nocapture readonly %0, i32 0) #14",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_depth_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_width_depth_2d_ms_array_t,method,6,air.get_width_depth_2d_ms_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_ms_array:261: return __metal_get_width_depth_2d_ms_array_t(derived.t);,xcode_probe_golden,golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_width_94: %2 = tail call i32 @air.get_width_depth_2d_ms_array(%struct._depth_2d_ms_array_t addrspace(1)* nocapture readonly %0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_depth_2d_ms_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_width_depth_2d_ms_t,method,6,air.get_width_depth_2d,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),__bits/metal_depth2d_ms:260: return __metal_get_width_depth_2d_ms_t(derived.t);,xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_width_158: %2 = tail call i32 @air.get_width_depth_2d(%struct._depth_2d_t addrspace(1)* nocapture readonly %0, i32 0) #17",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_depth_2d_ms_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_get_width_depth_2d_t,method,6,air.get_width_depth_2d,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (run10 手動反映: 衝突skip/harness 名混入を一次診断で解消),"__bits/metal_depth2d:1797: return __metal_get_width_depth_2d_t(derived.t, lod);",xcode_probe_golden,golden/run10_apply/P06M/metal40_macosx26/probe.ll @probe_p06m_get_width_18: call i32 @air.get_width_depth_2d(...),P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_depth_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:06Z,agent
__metal_get_width_depth_cube_array_t,method,6,air.get_width_depth_cube_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube_array:1786: return __metal_get_width_depth_cube_array_t(derived.t, lod);",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_width_96: %2 = tail call i32 @air.get_width_depth_cube_array(%struct._depth_cube_array_t addrspace(1)* nocapture readonly %0, i32 0) #14",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_depth_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_width_depth_cube_t,method,6,air.get_width_depth_cube,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube:1799: return __metal_get_width_depth_cube_t(derived.t, lod);",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_width_97: %2 = tail call i32 @air.get_width_depth_cube(%struct._depth_cube_t addrspace(1)* nocapture readonly %0, i32 0) #14",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_depth_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_get_width_texture_1d_array_t,method,6,air.get_width_texture_1d_array,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d_array:1564: return __metal_get_width_texture_1d_array_t(derived.t, lod);",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_1d_t,method,6,air.get_width_texture_1d,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d:1562: return __metal_get_width_texture_1d_t(derived.t, lod);",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_2d_array_t,method,6,air.get_width_texture_2d_array,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_array:2221: return __metal_get_width_texture_2d_array_t(derived.t, lod);",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_2d_ms_array_t,method,6,air.get_width_texture_2d_ms_array,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture2d_ms_array:268: return __metal_get_width_texture_2d_ms_array_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_2d_ms_t,method,6,air.get_width_texture_2d_ms,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture2d_ms:267: return __metal_get_width_texture_2d_ms_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_2d_t,method,6,air.get_width_texture_2d,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d:2231: return __metal_get_width_texture_2d_t(derived.t, lod);",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_3d_t,method,6,air.get_width_texture_3d,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture3d:2117: return __metal_get_width_texture_3d_t(derived.t, lod);",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_buffer_1d_t,method,6,air.get_width_texture_buffer_1d,observed_ir,✅AIR実シグネチャをIR解析で確認,__bits/metal_texture_buffer:1227: return __metal_get_width_texture_buffer_1d_t(derived.t);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_get_width_texture_cube_array_t,method,6,air.get_width_texture_cube_array,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube_array:2240: return __metal_get_width_texture_cube_array_t(derived.t, lod);",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_get_width_98: %2 = tail call i32 @air.get_width_texture_cube_array(%struct._texture_cube_array_t addrspace(1)* nocapture readonly %0, i32 0) #14",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_texture_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:15Z,promote_map.py@1.0.0
__metal_get_width_texture_cube_t,method,6,air.get_width_texture_cube,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (golden corpus),"__bits/metal_texturecube:2250: return __metal_get_width_texture_cube_t(derived.t, lod);",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_get_width_163: %2 = tail call i32 @air.get_width_texture_cube(%struct._texture_cube_t addrspace(1)* nocapture readonly %0, i32 0) #17",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_width_texture_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:53Z,promote_map.py@1.0.0
__metal_get_world_space_ray_direction_intersection_query,method,1,air.get_world_space_ray_direction_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4438: return __metal_get_world_space_ray_direction_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_58: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_world_space_ray_direction_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_world_space_ray_origin_intersection_query,method,1,air.get_world_space_ray_origin_intersection_query.instancing.triangle_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:4432: return __metal_get_world_space_ray_origin_intersection_query(,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_iq_59: %1 = tail call %struct._intersection_query_t* @air.allocate_intersection_query.instancing.triangle_data() #11,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_world_space_ray_origin_intersection_query,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_get_world_to_object_transform_intersection_result,method,1,air.get_world_to_object_transform_intersection_result.instancing.triangle_data.world_space_data,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_raytracing:2352: __metal_get_world_to_object_transform_intersection_result(,xcode_probe_golden,golden/P08M/metal40_macosx26/probe.ll @probe_p08m_irr_14: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_get_world_to_object_transform_intersection_result,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:47Z,promote_map.py@1.0.0
__metal_hadd,free+method,48,air.hadd.s.i8,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:45: return __metal_hadd(x, y);",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_ilogb,free+method,30,rtlib:___metal_ilogb_float,rtlib_layer_backing,✅実機 Xcode 生成 IR で rtlib helper 下降を確認,"metal_math:161: return __metal_ilogb(x, __METAL_FAST_MATH__);",xcode_probe_golden,"golden/P07F40v4/metal40_macosx26/probe.ll @probe_p07f_ilogb_17: %1 = tail call i32 @___metal_ilogb_float(float 1.000000e+00, i32 0) #8",P-GR1+P-MN1+P-XRT1,confirmed,no,__metal_ilogb,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:26Z,promote_map.py@1.0.0
__metal_imageblock_explicit_data,method,4,air.imageblock.data,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:184: return __metal_imageblock_explicit_data(_imgblock, uint(0), coord, ushort(0), T());",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_explicit_data,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_imageblock_explicit_mask_write,method,1,air.imageblock.mask.write,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:216: __metal_imageblock_explicit_mask_write(data(coord), color_coverage_mask, &t);",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_explicit_mask_write,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_imageblock_implicit_data,method,2,air.imageblock.implicit.data,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:255: return imageblock_slice<E, imageblock_layout_implicit>(__metal_imageblock_implicit_data(_imgblock",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_implicit_data,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_imageblock_implicit_mask_write,method,1,air.imageblock.implicit.mask.write,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:249: __metal_imageblock_implicit_mask_write(_imgblock, coord, color_coverage_mask, &data);",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_implicit_mask_write,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_imageblock_implicit_read,method,2,air.imageblock.implicit.read,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:226: __metal_imageblock_implicit_read(_imgblock, uint(0), coord, ushort(0), &data);",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_implicit_read,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_imageblock_implicit_write,method,2,air.imageblock.implicit.write,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:239: __metal_imageblock_implicit_write(_imgblock, uint(0), coord, ushort(0), &data);",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_implicit_write,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_imageblock_t,no_callsite,1,air.imageblock.t,inferred,🧪命名規則からの推測 (probe必須),metal_imageblocks:173: __metal_imageblock_t _imgblock;,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_imageblock_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_init_strided_tensor,method,3,air.init_strided_private_tensor.i16.private,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_tensor:1856: __metal_init_strided_tensor(handle(), 0, (thread char *) nullptr, nullptr, nullptr, uint16_t());",xcode_probe_golden,"golden/P10T/metal40_macosx26/probe.ll @probe_p10t_init_2: call void @air.init_strided_private_tensor.i16.private(%struct._tensor_t* nocapture writeonly %14, i16 0, i8* readnone null, i8* nocapture readonly null, i8* no",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_init_strided_tensor,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:39Z,promote_map.py@1.0.0
